日付,球場,球団,対戦相手,ホーム/ビジター,打者名,打順,守備位置,投手名,投手利き腕,イニング,表裏,イニング内打席番号,打席内球数,自チーム打席前得点,相手チーム打席前得点,打席前点差,打席前アウト数,打席前走者状況コード,打席前一塁走者,打席前二塁走者,打席前三塁走者,打席前状況コード,打席結果,最終投球結果,この打席得点数,打点,自チーム打席後得点,相手チーム打席後得点,打席後点差,打席後アウト数,打席後走者状況コード,打席後一塁走者,打席後二塁走者,打席後三塁走者,打席後状況コード,得点圏フラグ,打者走者進塁先,打者走者アウト,一塁走者進塁先,一塁走者アウト,二塁走者進塁先,二塁走者アウト,三塁走者進塁先,三塁走者アウト,打席前RE,打席後RE,RE24,打席前WE,打席後WE,WPA,WE推定方法_前,WE推定方法_後,WEサンプル数_前,WEサンプル数_後
2025/4/1,バンテリンドーム,巨人,中日,away,岡本　和真,4,3,清水　達也,右,8,表,5,6,1,2,-1,2,101,1,0,1,2_101,空三振,空振り,0,0,1,2,-1,3,101,1,0,1,3_000,1,0,1,0,0,0,0,0,0,0.431,0,-0.431,0.1,0.063636,-0.036364,exact,next_half_exact,5,110
2025/4/1,バンテリンドーム,中日,巨人,home,石川　昂弥,4,5,バルドナード,左,8,裏,3,6,2,1,1,0,110,0,1,1,0_110,投安,単打,0,0,2,1,1,0,111,1,1,1,0_111,1,1,0,2,0,3,0,0,1,1.189,1.78,0.591,0.934043,0.934043,0,inning_half_diff,inning_half_diff,470,470
2025/4/1,京セラD大阪,DeNA,阪神,away,筒香　嘉智,4,7,才木　浩人,右,2,表,1,3,0,0,0,0,0,0,0,0,0_000,遊ゴロ,凡打,0,0,0,0,0,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0.46325,0.43254,-0.03071,exact,exact,517,378
2025/4/1,京セラD大阪,阪神,DeNA,home,森下　翔太,4,9,ジャクソン,右,2,裏,1,6,0,0,0,0,0,0,0,0,0_000,右２,二塁打,0,0,0,0,0,0,10,0,1,0,0_010,0,2,0,0,0,0,0,0,0,0.365,0.958,0.593,0.553215,0.636364,0.083149,exact,exact,451,33
2025/4/1,京セラD大阪,DeNA,阪神,away,筒香　嘉智,4,7,才木　浩人,右,3,表,5,6,1,1,0,2,10,0,1,0,2_010,空三振,空振り,0,0,1,1,0,3,10,0,1,0,3_000,1,0,1,0,0,0,0,0,0,0.276,0,-0.276,0.542373,0.459807,-0.082566,exact,next_half_exact,59,311
2025/4/1,京セラD大阪,阪神,DeNA,home,森下　翔太,4,9,ジャクソン,右,3,裏,5,8,1,1,0,2,11,1,1,0,2_011,中飛,凡打,0,0,1,1,0,3,11,1,1,0,3_000,1,0,1,0,0,0,0,0,0,0.448,0,-0.448,0.6875,0.513208,-0.174292,exact,next_half_exact,8,265
2025/4/1,京セラD大阪,DeNA,阪神,away,筒香　嘉智,4,7,才木　浩人,右,6,表,3,7,1,1,0,1,10,0,1,0,1_010,四球,ボール,0,0,1,1,0,1,110,0,1,1,1_110,1,1,0,0,0,0,0,0,0,0.568,0.715,0.146,0.613636,0.6,-0.013636,exact,exact,22,15
2025/4/1,京セラD大阪,阪神,DeNA,home,森下　翔太,4,9,ジャクソン,右,6,裏,1,2,1,4,-3,0,0,0,0,0,0_000,遊ゴロ,凡打,0,0,1,4,-3,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0.09434,0.108696,0.014356,exact,exact,53,46
2025/4/1,京セラD大阪,DeNA,阪神,away,筒香　嘉智,4,7,伊原　陵人,左,7,表,3,4,4,1,3,2,0,0,0,0,2_000,右飛,凡打,0,0,4,1,3,3,0,0,0,0,3_000,0,0,1,0,0,0,0,0,0,0.074,0,-0.074,0.971429,0.925,-0.046429,exact,next_half_exact,35,60
2025/4/1,京セラD大阪,阪神,DeNA,home,森下　翔太,4,9,伊勢　大夢,右,8,裏,4,9,1,4,-3,1,110,0,1,1,1_110,二直,凡打,0,0,1,4,-3,2,110,0,1,1,2_110,1,0,1,0,0,0,0,0,0,0.715,0.368,-0.346,0.1,0,-0.1,exact,exact,10,7
2025/4/1,京セラD大阪,DeNA,阪神,away,蝦名　達夫,4,7,石黒　佑弥,右,9,表,6,2,6,1,5,1,11,1,1,0,1_011,右犠飛,犠飛,1,1,7,1,6,2,1,1,0,0,2_001,1,0,1,0,0,3,0,4,0,1.295,0.287,-0.008,1,1,0,inning_half_diff,inning_half_diff,130,92
2025/4/1,エスコンF,ソフトバンク,日本ハム,away,山川　穂高,4,3,伊藤　大海,右,1,表,4,1,1,0,1,0,110,0,1,1,0_110,右飛,凡打,0,0,1,0,1,1,110,0,1,1,1_110,1,0,1,0,0,0,0,0,0,1.189,0.715,-0.474,0.599265,0.571429,-0.027836,inning_half_diff,exact,272,21
2025/4/1,エスコンF,日本ハム,ソフトバンク,home,野村　佑希,4,7,モイネロ,左,2,裏,1,6,0,3,-3,0,0,0,0,0,0_000,左本,本塁打,1,1,1,3,-2,0,0,0,0,0,0_000,0,4,0,0,0,0,0,0,0,0.365,0.365,1,0.210526,0.279412,0.068885,exact,exact,38,68
2025/4/1,エスコンF,ソフトバンク,日本ハム,away,山川　穂高,4,3,伊藤　大海,右,3,表,1,2,3,1,2,0,0,0,0,0,0_000,左安,単打,0,0,3,1,2,0,100,0,0,1,0_100,0,1,0,0,0,0,0,0,0,0.365,0.675,0.31,0.730159,0.681818,-0.048341,exact,exact,63,11
2025/4/1,エスコンF,日本ハム,ソフトバンク,home,野村　佑希,4,7,モイネロ,左,4,裏,2,3,1,3,-2,1,0,0,0,0,1_000,死球,死球,0,0,1,3,-2,1,100,0,0,1,1_100,0,1,0,0,0,0,0,0,0,0.189,0.398,0.209,0.268657,0.482759,0.214102,exact,exact,67,29
2025/4/1,エスコンF,ソフトバンク,日本ハム,away,山川　穂高,4,3,伊藤　大海,右,5,表,2,5,4,1,3,0,0,0,0,0,0_000,三ゴロ,凡打,0,0,4,1,3,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0.934783,1,0.065217,exact,exact,46,33
2025/4/1,エスコンF,ソフトバンク,日本ハム,away,山川　穂高,4,3,山本　拓実,右,7,表,3,5,5,1,4,1,100,0,0,1,1_100,空三振,空振り,0,0,5,1,4,2,100,0,0,1,2_100,0,0,1,0,0,0,0,0,0,0.398,0.184,-0.214,0.833333,1,0.166667,exact,exact,6,12
2025/4/1,エスコンF,日本ハム,ソフトバンク,home,野村　佑希,4,7,モイネロ,左,7,裏,1,1,1,5,-4,0,0,0,0,0,0_000,遊ゴロ,凡打,0,0,1,5,-4,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0.046512,0,-0.046512,exact,exact,43,30
2025/4/2,神宮,ヤクルト,広島,home,オスナ,4,3,大瀬良　大地,右,1,裏,4,5,0,0,0,1,110,0,1,1,1_110,右安,単打,1,1,1,0,1,1,101,1,0,1,1_101,1,1,0,3,0,4,0,0,0,0.715,1.016,1.301,0.632075,1,0.367925,exact,exact,53,10
2025/4/2,神宮,広島,ヤクルト,away,堂林　翔太,4,3,山野　太一,左,2,表,1,5,0,1,-1,0,0,0,0,0,0_000,左安,単打,0,0,0,1,-1,0,100,0,0,1,0_100,0,1,0,0,0,0,0,0,0,0.365,0.675,0.31,0.292453,0.25,-0.042453,exact,exact,106,32
2025/4/2,神宮,ヤクルト,広島,home,オスナ,4,3,大瀬良　大地,右,3,裏,3,3,1,2,-1,2,0,0,0,0,2_000,遊ゴロ,凡打,0,0,1,2,-1,3,0,0,0,0,3_000,0,0,1,0,0,0,0,0,0,0.074,0,-0.074,0.387097,0.324324,-0.062772,exact,next_half_exact,62,111
2025/4/2,神宮,広島,ヤクルト,away,堂林　翔太,4,3,山野　太一,左,4,表,1,6,2,1,1,0,0,0,0,0,0_000,遊ゴロ,凡打,0,0,2,1,1,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0.675676,0.653333,-0.022342,exact,exact,111,75
2025/4/2,神宮,ヤクルト,広島,home,オスナ,4,3,大瀬良　大地,右,5,裏,4,4,1,2,-1,2,100,0,0,1,2_100,二ゴロ,凡打,0,0,1,2,-1,3,100,0,0,1,3_000,0,0,1,0,0,0,0,0,0,0.184,0,-0.184,0.145833,0.331776,0.185942,exact,next_half_exact,24,107
2025/4/2,神宮,広島,ヤクルト,away,堂林　翔太,4,3,山野　太一,左,6,表,3,4,2,1,1,1,100,0,0,1,1_100,空三振,空振り,0,0,2,1,1,2,100,0,0,1,2_100,0,0,1,0,0,0,0,0,0,0.398,0.184,-0.214,0.645161,0.557692,-0.087469,exact,exact,31,26
2025/4/2,神宮,広島,ヤクルト,away,堂林　翔太,4,3,阪口　皓亮,右,8,表,3,5,4,1,3,2,0,0,0,0,2_000,四球,ボール,0,0,4,1,3,2,100,0,0,1,2_100,0,1,0,0,0,0,0,0,0,0.074,0.184,0.11,0.944444,0.933333,-0.011111,exact,exact,36,15
2025/4/2,神宮,ヤクルト,広島,home,オスナ,4,3,ハーン,左,8,裏,2,7,1,4,-3,0,100,0,0,1,0_100,中２,二塁打,0,0,1,4,-3,0,11,1,1,0,0_011,0,2,0,3,0,0,0,0,0,0.675,1.8,1.125,0.230769,0.063291,-0.167478,exact,inning_half_diff,13,237
2025/4/2,神宮,広島,ヤクルト,away,堂林　翔太,4,3,木澤　尚文,右,10,表,5,5,4,4,0,1,111,1,1,1,1_111,中飛,凡打,0,0,4,4,0,2,111,1,1,1,2_111,1,0,1,0,0,0,0,0,0,1.328,0.562,-0.766,0.8,0.503886,-0.296114,exact,inning_half_diff,5,386
2025/4/2,神宮,ヤクルト,広島,home,オスナ,4,3,塹江　敦哉,左,10,裏,1,6,4,4,0,0,0,0,0,0,0_000,中２,二塁打,0,0,4,4,0,0,10,0,1,0,0_010,0,2,0,0,0,0,0,0,0,0.365,0.958,0.593,0.623377,1,0.376623,exact,exact,77,6
2025/4/2,バンテリンドーム,巨人,中日,away,岡本　和真,4,3,柳　裕也,右,1,表,4,2,0,0,0,1,101,1,0,1,1_101,左安,単打,1,1,1,0,1,1,110,0,1,1,1_110,1,1,0,2,0,0,0,4,0,1.016,0.715,0.699,0.5,0.571429,0.071429,exact,exact,28,21
2025/4/2,バンテリンドーム,中日,巨人,home,石川　昂弥,4,5,山﨑　伊織,右,1,裏,4,4,0,1,-1,2,1,1,0,0,2_001,二飛,凡打,0,0,0,1,-1,3,1,1,0,0,3_000,1,0,1,0,0,0,0,0,0,0.287,0,-0.287,0.470149,0.414894,-0.055256,inning_half_diff,next_half_exact,402,94
2025/4/2,バンテリンドーム,巨人,中日,away,岡本　和真,4,3,柳　裕也,右,4,表,1,1,1,0,1,0,0,0,0,0,0_000,死球,死球,0,0,1,0,1,0,100,0,0,1,0_100,0,1,0,0,0,0,0,0,0,0.365,0.675,0.31,0.675676,0.757143,0.081467,exact,exact,111,35
2025/4/2,バンテリンドーム,中日,巨人,home,石川　昂弥,4,5,山﨑　伊織,右,4,裏,2,2,0,1,-1,1,0,0,0,0,1_000,右飛,凡打,0,0,0,1,-1,2,0,0,0,0,2_000,0,0,1,0,0,0,0,0,0,0.189,0.074,-0.115,0.381443,0.315789,-0.065654,exact,exact,97,76
2025/4/2,バンテリンドーム,巨人,中日,away,岡本　和真,4,3,柳　裕也,右,6,表,3,6,1,0,1,1,1,1,0,0,1_001,二飛,凡打,0,0,1,0,1,2,1,1,0,0,2_001,1,0,1,0,0,0,0,0,0,0.806,0.287,-0.519,0.674107,0.65,-0.024107,inning_half_diff,exact,448,10
2025/4/2,バンテリンドーム,中日,巨人,home,石川　昂弥,4,5,山﨑　伊織,右,6,裏,3,4,0,2,-2,2,0,0,0,0,2_000,空三振,空振り,0,0,0,2,-2,3,0,0,0,0,3_000,0,0,1,0,0,0,0,0,0,0.074,0,-0.074,0.175,0.149425,-0.025575,exact,next_half_exact,60,87
2025/4/2,バンテリンドーム,巨人,中日,away,岡本　和真,4,3,橋本　侑樹,左,8,表,4,0,2,0,2,2,10,0,1,0,2_010,故意四,,0,0,2,0,2,2,110,0,1,1,2_110,1,1,0,0,0,0,0,0,0,0.276,0.368,0.093,0.966667,0.961538,-0.005128,exact,exact,15,13
2025/4/2,バンテリンドーム,中日,巨人,home,石川　昂弥,4,5,マルティネス,右,9,裏,2,4,0,2,-2,0,100,0,0,1,0_100,中飛,凡打,0,0,0,2,-2,1,100,0,0,1,1_100,0,0,1,0,0,0,0,0,0,0.675,0.398,-0.278,0.294118,0.263158,-0.03096,exact,exact,17,19
2025/4/2,京セラD大阪,DeNA,阪神,away,オースティン,4,3,ビーズリー,右,2,表,1,2,0,0,0,0,0,0,0,0,0_000,左安,単打,0,0,0,0,0,0,100,0,0,1,0_100,0,1,0,0,0,0,0,0,0,0.365,0.675,0.31,0.46325,0.574074,0.110825,exact,exact,517,108
2025/4/2,京セラD大阪,阪神,DeNA,home,森下　翔太,4,9,大貫　晋一,右,2,裏,1,6,0,1,-1,0,0,0,0,0,0_000,右安,単打,0,0,0,1,-1,0,100,0,0,1,0_100,0,1,0,0,0,0,0,0,0,0.365,0.675,0.31,0.488095,0.645161,0.157066,exact,exact,126,31
2025/4/2,京セラD大阪,DeNA,阪神,away,オースティン,4,3,ビーズリー,右,4,表,2,1,1,0,1,1,0,0,0,0,1_000,二飛,凡打,0,0,1,0,1,2,0,0,0,0,2_000,0,0,1,0,0,0,0,0,0,0.189,0.074,-0.115,0.653333,0.606557,-0.046776,exact,exact,75,61
2025/4/2,京セラD大阪,阪神,DeNA,home,森下　翔太,4,9,大貫　晋一,右,4,裏,4,3,1,1,0,1,10,0,1,0,1_010,右２,二塁打,1,1,2,1,1,1,10,0,1,0,1_010,1,2,0,0,0,4,0,0,0,0.568,0.568,1,0.605263,0.730769,0.125506,exact,exact,19,13
2025/4/2,京セラD大阪,DeNA,阪神,away,オースティン,4,3,ビーズリー,右,6,表,3,5,2,2,0,0,10,0,1,0,0_010,空三振,空振り,0,0,2,2,0,1,10,0,1,0,1_010,1,0,1,0,0,0,0,0,0,0.958,0.568,-0.39,0.4375,0.613636,0.176136,exact,exact,8,22
2025/4/2,京セラD大阪,阪神,DeNA,home,森下　翔太,4,9,大貫　晋一,右,6,裏,3,4,2,3,-1,1,100,0,0,1,1_100,中安,単打,0,0,2,3,-1,1,110,0,1,1,1_110,0,1,0,2,0,0,0,0,0,0.398,0.715,0.317,0.318182,0.590909,0.272727,exact,exact,33,11
2025/4/2,京セラD大阪,阪神,DeNA,home,森下　翔太,4,9,堀岡　隼人,右,7,裏,4,3,4,3,1,2,10,0,1,0,2_010,故意四,,0,0,4,3,1,2,110,0,1,1,2_110,1,1,0,0,0,0,0,0,0,0.276,0.368,0.093,0.8125,0.725,-0.0875,exact,exact,24,20
2025/4/2,京セラD大阪,DeNA,阪神,away,オースティン,4,3,ゲラ,右,8,表,2,2,3,6,-3,1,0,0,0,0,1_000,二ゴロ,凡打,0,0,3,6,-3,2,0,0,0,0,2_000,0,0,1,0,0,0,0,0,0,0.189,0.074,-0.115,0.01087,0.013514,0.002644,exact,exact,46,37
2025/4/2,京セラD大阪,DeNA,阪神,away,オースティン,4,3,岩崎　優,左,9,表,3,5,6,6,0,1,10,0,1,0,1_010,四球,ボール,0,0,6,6,0,1,110,0,1,1,1_110,1,1,0,0,0,0,0,0,0,0.568,0.715,0.146,0.535714,0.714286,0.178571,exact,exact,14,7
2025/4/2,京セラD大阪,阪神,DeNA,home,森下　翔太,4,9,伊勢　大夢,右,9,裏,2,1,6,6,0,1,0,0,0,0,1_000,遊直,凡打,0,0,6,6,0,2,0,0,0,0,2_000,0,0,1,0,0,0,0,0,0,0.189,0.074,-0.115,0.538462,0.491228,-0.047233,exact,exact,78,57
2025/4/2,京セラD大阪,阪神,DeNA,home,森下　翔太,4,9,宮城　滝太,右,11,裏,4,5,6,6,0,2,100,0,0,1,2_100,右安,単打,0,0,6,6,0,3,100,0,0,1,3_000,0,1,0,0,1,0,0,0,0,0.184,0,-0.184,0.65,0.585714,-0.064286,exact,next_half_exact,10,35
2025/4/2,京セラD大阪,DeNA,阪神,away,オースティン,4,3,工藤　泰成,右,12,表,2,4,6,6,0,1,0,0,0,0,1_000,右飛,凡打,0,0,6,6,0,2,0,0,0,0,2_000,0,0,1,0,0,0,0,0,0,0.189,0.074,-0.115,0.36,0.333333,-0.026667,exact,exact,25,21
2025/4/2,エスコンF,ソフトバンク,日本ハム,away,山川　穂高,4,3,北山　亘基,右,1,表,4,4,0,0,0,2,100,0,0,1,2_100,右飛,凡打,0,0,0,0,0,3,100,0,0,1,3_000,0,0,1,0,0,0,0,0,0,0.184,0,-0.184,0.455696,0.41018,-0.045517,exact,next_half_exact,158,668
2025/4/2,エスコンF,日本ハム,ソフトバンク,home,野村　佑希,4,3,前田　純,左,2,裏,1,1,0,0,0,0,0,0,0,0,0_000,左安,単打,0,0,0,0,0,0,100,0,0,1,0_100,0,1,0,0,0,0,0,0,0,0.365,0.675,0.31,0.553215,0.642105,0.08889,exact,exact,451,95
2025/4/2,エスコンF,ソフトバンク,日本ハム,away,山川　穂高,4,3,北山　亘基,右,4,表,1,3,0,0,0,0,0,0,0,0,0_000,空三振,空振り,0,0,0,0,0,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0.486792,0.45082,-0.035973,exact,exact,265,183
2025/4/2,エスコンF,日本ハム,ソフトバンク,home,野村　佑希,4,3,前田　純,左,4,裏,2,5,0,0,0,0,10,0,1,0,0_010,右安,単打,0,0,0,0,0,0,101,1,0,1,0_101,1,1,0,0,0,3,0,0,0,0.958,1.496,0.538,0.866667,1,0.133333,exact,exact,15,5
2025/4/2,エスコンF,ソフトバンク,日本ハム,away,山川　穂高,4,3,北山　亘基,右,5,表,5,2,0,0,0,2,101,1,0,1,2_101,二ゴロ,凡打,0,0,0,0,0,3,101,1,0,1,3_000,1,0,1,0,0,0,0,0,0,0.431,0,-0.431,0.75,0.453804,-0.296196,exact,next_half_exact,12,184
2025/4/2,エスコンF,日本ハム,ソフトバンク,home,野村　佑希,4,3,尾形　崇斗,右,5,裏,6,7,2,0,2,1,110,0,1,1,1_110,二飛,凡打,0,0,2,0,2,2,110,0,1,1,2_110,1,0,1,0,0,0,0,0,0,0.715,0.368,-0.346,0.846154,1,0.153846,exact,exact,13,11
2025/4/2,エスコンF,ソフトバンク,日本ハム,away,山川　穂高,4,3,河野　竜生,左,7,表,4,6,1,2,-1,2,1,1,0,0,2_001,右飛,凡打,0,0,1,2,-1,3,1,1,0,0,3_000,1,0,1,0,0,0,0,0,0,0.287,0,-0.287,0,0.123894,0.123894,exact,next_half_exact,8,113
2025/4/2,エスコンF,日本ハム,ソフトバンク,home,野村　佑希,4,3,藤井　皓哉,右,7,裏,4,5,3,1,2,2,0,0,0,0,2_000,見三振,見逃し,0,0,3,1,2,3,0,0,0,0,3_000,0,0,1,0,0,0,0,0,0,0.074,0,-0.074,0.933333,0.907609,-0.025725,exact,next_half_exact,45,92
2025/4/2,ZOZOマリン,ロッテ,オリックス,home,ソト,4,3,曽谷　龍平,左,1,裏,4,3,0,0,0,2,100,0,0,1,2_100,左安,単打,0,0,0,0,0,2,110,0,1,1,2_110,0,1,0,2,0,0,0,0,0,0.184,0.368,0.184,0.580882,0.551724,-0.029158,exact,exact,136,58
2025/4/2,ZOZOマリン,オリックス,ロッテ,away,杉本　裕太郎,4,10,西野　勇士,右,2,表,1,1,0,0,0,0,0,0,0,0,0_000,一邪飛,邪飛,0,0,0,0,0,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0.46325,0.43254,-0.03071,exact,exact,517,378
2025/4/2,ZOZOマリン,ロッテ,オリックス,home,ソト,4,3,曽谷　龍平,左,3,裏,5,6,1,0,1,2,10,0,1,0,2_010,中飛,凡打,0,0,1,0,1,3,10,0,1,0,3_000,1,0,1,0,0,0,0,0,0,0.276,0,-0.276,0.783333,0.724832,-0.058501,exact,next_half_exact,30,149
2025/4/2,ZOZOマリン,オリックス,ロッテ,away,杉本　裕太郎,4,10,西野　勇士,右,4,表,4,4,0,1,-1,1,101,1,0,1,1_101,二飛,凡打,0,0,0,1,-1,2,101,1,0,1,2_101,1,0,1,0,0,0,0,0,0,1.016,0.431,-0.585,0.583333,0.333333,-0.25,exact,exact,6,6
2025/4/2,ZOZOマリン,オリックス,ロッテ,away,杉本　裕太郎,4,10,西野　勇士,右,6,表,3,4,1,1,0,1,100,0,0,1,1_100,右安,単打,0,0,1,1,0,1,110,0,1,1,1_110,0,1,0,2,0,0,0,0,0,0.398,0.715,0.317,0.564103,0.6,0.035897,exact,exact,39,15
2025/4/2,ZOZOマリン,ロッテ,オリックス,home,ソト,4,3,曽谷　龍平,左,6,裏,1,4,1,1,0,0,0,0,0,0,0_000,四球,ボール,0,0,1,1,0,0,100,0,0,1,0_100,0,1,0,0,0,0,0,0,0,0.365,0.675,0.31,0.546584,0.684211,0.137627,exact,exact,161,38
2025/4/2,ZOZOマリン,ロッテ,オリックス,home,ソト,4,3,古田島　成龍,右,7,裏,5,5,1,3,-2,2,110,0,1,1,2_110,左安,単打,1,1,2,3,-1,2,110,0,1,1,2_110,1,1,0,2,0,4,0,0,0,0.368,0.368,1,0.111111,0.111111,0,exact,exact,9,9
2025/4/2,ZOZOマリン,オリックス,ロッテ,away,杉本　裕太郎,4,10,中森　俊介,右,8,表,2,3,3,2,1,0,10,0,1,0,0_010,空三振,空振り,0,0,3,2,1,1,10,0,1,0,1_010,1,0,1,0,0,0,0,0,0,0.958,0.568,-0.39,0.8125,0.90625,0.09375,exact,exact,8,16
2025/4/2,ZOZOマリン,ロッテ,オリックス,home,ソト,4,3,マチャド,右,9,裏,4,5,2,3,-1,2,10,0,1,0,2_010,空三振,空振り,0,0,2,3,-1,3,10,0,1,0,3_000,1,0,1,0,0,0,0,0,0,0.276,0,-0.276,0,0,0,exact,game_final,22,1
2025/4/3,神宮,広島,ヤクルト,away,堂林　翔太,4,3,小川　泰弘,右,2,表,1,2,0,0,0,0,0,0,0,0,0_000,中飛,凡打,0,0,0,0,0,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0.46325,0.43254,-0.03071,exact,exact,517,378
2025/4/3,神宮,ヤクルト,広島,home,オスナ,4,3,玉村　昇悟,左,2,裏,1,4,0,0,0,0,0,0,0,0,0_000,右飛,凡打,0,0,0,0,0,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0.553215,0.505068,-0.048148,exact,exact,451,296
2025/4/3,神宮,広島,ヤクルト,away,堂林　翔太,4,3,小川　泰弘,右,4,表,3,2,0,0,0,2,0,0,0,0,2_000,右飛,凡打,0,0,0,0,0,3,0,0,0,0,3_000,0,0,1,0,0,0,0,0,0,0.074,0,-0.074,0.466667,0.422566,-0.0441,exact,next_half_exact,150,226
2025/4/3,神宮,ヤクルト,広島,home,オスナ,4,3,玉村　昇悟,左,4,裏,3,4,0,0,0,0,110,0,1,1,0_110,左２,二塁打,1,1,1,0,1,0,11,1,1,0,0_011,1,2,0,3,0,4,0,0,0,1.189,1.8,1.611,0.78125,0.758377,-0.022873,exact,inning_half_diff,16,567
2025/4/3,神宮,ヤクルト,広島,home,オスナ,4,3,鈴木　健矢,右,6,裏,1,4,2,0,2,0,0,0,0,0,0_000,左飛,凡打,0,0,2,0,2,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0.941176,0.928571,-0.012605,exact,exact,85,56
2025/4/3,神宮,広島,ヤクルト,away,堂林　翔太,4,3,小川　泰弘,右,7,表,2,1,0,2,-2,1,0,0,0,0,1_000,三ゴロ,凡打,0,0,0,2,-2,2,0,0,0,0,2_000,0,0,1,0,0,0,0,0,0,0.189,0.074,-0.115,0.075758,0.090909,0.015152,exact,exact,66,55
2025/4/3,神宮,ヤクルト,広島,home,オスナ,4,3,岡本　駿,右,8,裏,1,2,3,0,3,0,0,0,0,0,0_000,捕邪飛,邪飛,0,0,3,0,3,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,1,1,0,exact,exact,54,41
2025/4/3,バンテリンドーム,中日,巨人,home,石川　昂弥,4,5,田中　将大,右,1,裏,4,5,0,0,0,1,110,0,1,1,1_110,遊併打,凡打,0,0,0,0,0,3,10,0,1,0,3_000,1,0,1,0,1,0,0,0,0,0.715,0,-0.715,0.632075,0.53675,-0.095325,exact,next_half_exact,53,517
2025/4/3,バンテリンドーム,巨人,中日,away,岡本　和真,4,3,大野　雄大,左,2,表,1,2,0,0,0,0,0,0,0,0,0_000,左安,単打,0,0,0,0,0,0,100,0,0,1,0_100,0,1,0,0,0,0,0,0,0,0.365,0.675,0.31,0.46325,0.574074,0.110825,exact,exact,517,108
2025/4/3,バンテリンドーム,巨人,中日,away,岡本　和真,4,3,大野　雄大,左,3,表,5,7,3,0,3,2,0,0,0,0,2_000,左２,二塁打,0,0,3,0,3,2,10,0,1,0,2_010,0,2,0,0,0,0,0,0,0,0.074,0.276,0.202,0.785714,0.714286,-0.071429,exact,exact,28,7
2025/4/3,バンテリンドーム,中日,巨人,home,石川　昂弥,4,5,田中　将大,右,3,裏,6,6,1,3,-2,2,101,1,0,1,2_101,遊ゴロ,凡打,0,0,1,3,-2,3,101,1,0,1,3_000,1,0,1,0,0,0,0,0,0,0.431,0,-0.431,0.166667,0.244186,0.077519,exact,next_half_exact,6,86
2025/4/3,バンテリンドーム,巨人,中日,away,岡本　和真,4,3,大野　雄大,左,5,表,4,5,3,1,2,0,111,1,1,1,0_111,中犠飛,犠飛,1,1,4,1,3,1,110,0,1,1,1_110,1,0,1,0,0,0,0,4,0,1.78,0.715,-0.066,0.760108,1,0.239892,inning_half_diff,exact,371,7
2025/4/3,バンテリンドーム,中日,巨人,home,石川　昂弥,4,5,田中　瑛斗,右,6,裏,1,5,1,4,-3,0,0,0,0,0,0_000,右安,単打,0,0,1,4,-3,0,100,0,0,1,0_100,0,1,0,0,0,0,0,0,0,0.365,0.675,0.31,0.09434,0.111111,0.016771,exact,exact,53,9
2025/4/3,バンテリンドーム,中日,巨人,home,石川　昂弥,4,5,船迫　大雅,右,7,裏,5,6,3,4,-1,2,10,0,1,0,2_010,四球,ボール,0,0,3,4,-1,2,110,0,1,1,2_110,1,1,0,0,0,0,0,0,0,0.276,0.368,0.093,0.111111,0.111111,0,exact,exact,18,9
2025/4/3,バンテリンドーム,巨人,中日,away,岡本　和真,4,3,藤嶋　健人,右,8,表,2,5,4,3,1,1,0,0,0,0,1_000,中安,単打,0,0,4,3,1,1,100,0,0,1,1_100,0,1,0,0,0,0,0,0,0,0.189,0.398,0.209,0.891667,0.83871,-0.052957,exact,exact,60,31
2025/4/3,バンテリンドーム,巨人,中日,away,岡本　和真,4,3,齋藤　綱記,左,9,表,5,5,5,3,2,2,110,0,1,1,2_110,中飛,凡打,0,0,5,3,2,3,110,0,1,1,3_000,1,0,1,0,0,0,0,0,0,0.368,0,-0.368,0.842105,0.846154,0.004049,exact,next_half_exact,19,91
2025/4/3,京セラD大阪,阪神,DeNA,home,森下　翔太,4,9,ケイ,左,1,裏,4,1,0,0,0,2,100,0,0,1,2_100,遊失,失策出塁,0,0,0,0,0,2,110,0,1,1,2_110,0,1,0,2,0,0,0,0,0,0.184,0.368,0.184,0.580882,0.551724,-0.029158,exact,exact,136,58
2025/4/3,京セラD大阪,DeNA,阪神,away,オースティン,4,3,デュプランティエ,右,2,表,1,2,0,0,0,0,0,0,0,0,0_000,左２,二塁打,0,0,0,0,0,0,10,0,1,0,0_010,0,2,0,0,0,0,0,0,0,0.365,0.958,0.593,0.46325,0.470588,0.007339,exact,exact,517,17
